ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000040857,Erf,Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637],-0.11944944,0.455799644,0.609145015,128,104,156,147,170,140,164,96,180,154,146,151
ENSMUSG00000071856,Mcc,mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930],-0.1925583,0.455730808,0.609145015,17,36,28,49,33,26,53,22,25,44,24,42
ENSMUSG00000096740,Lbhd1,LBH domain containing 1 [Source:MGI Symbol;Acc:MGI:5516029],-0.111296323,0.455804507,0.609145015,96,92,76,72,87,112,112,97,80,83,87,97
ENSMUSG00000113662,Gm35558,"predicted gene, 35558 [Source:MGI Symbol;Acc:MGI:5594717]",-0.500524547,0.455866126,0.609152704,4,8,1,4,0,1,4,2,6,6,4,2
ENSMUSG00000078154,Gm12184,predicted gene 12184 [Source:MGI Symbol;Acc:MGI:3652174],-1.041079426,0.455908623,0.609171643,0,2,1,0,0,0,2,0,1,2,0,1
ENSMUSG00000035504,Reep6,receptor accessory protein 6 [Source:MGI Symbol;Acc:MGI:1917585],0.108145858,0.45595854,0.609200492,2066,1372,1639,1556,2045,1974,1731,1013,1635,1446,1749,2079
ENSMUSG00000049047,Armcx3,"armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]",0.4262373,0.456219897,0.609440887,2,8,4,4,5,5,4,5,2,4,0,5
ENSMUSG00000066721,Zfp575,zinc finger protein 575 [Source:MGI Symbol;Acc:MGI:2141921],0.416746556,0.456223475,0.609440887,3,3,4,5,6,8,3,6,3,1,2,6
ENSMUSG00000062488,Ifit3b,interferon-induced protein with tetratricopeptide repeats 3B [Source:MGI Symbol;Acc:MGI:3698419],0.253841891,0.456209707,0.609440887,33,14,16,11,21,26,13,20,10,10,16,30
ENSMUSG00000040710,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:106018]",-0.149737323,0.456334361,0.609522637,57,75,50,99,107,83,85,40,93,90,80,118
ENSMUSG00000109302,Gm44967,predicted gene 44967 [Source:MGI Symbol;Acc:MGI:5753543],-0.42386851,0.456442144,0.609522637,4,8,3,2,3,3,9,0,4,5,5,7
ENSMUSG00000086789,Lyrm7os,"LYR motif containing 7, opposite strand [Source:MGI Symbol;Acc:MGI:3651880]",-0.842716686,0.456386463,0.609522637,2,0,0,0,1,3,0,3,2,0,4,1
ENSMUSG00000004842,Pou1f1,"POU domain, class 1, transcription factor 1 [Source:MGI Symbol;Acc:MGI:97588]",0.462175624,0.456454717,0.609522637,2,6,4,3,4,7,1,3,8,1,2,3
ENSMUSG00000118049,Gm50103,"predicted gene, 50103 [Source:MGI Symbol;Acc:MGI:6302834]",-0.589709455,0.456393091,0.609522637,7,3,1,2,0,3,5,8,1,7,0,2
ENSMUSG00000024371,C2,complement component 2 (within H-2S) [Source:MGI Symbol;Acc:MGI:88226],-0.165512867,0.456442729,0.609522637,24,22,26,27,22,26,29,24,29,26,18,34
ENSMUSG00000026785,Pkn3,protein kinase N3 [Source:MGI Symbol;Acc:MGI:2388285],-0.119529532,0.45652162,0.609536285,47,56,53,59,58,52,63,48,65,43,59,62
ENSMUSG00000028277,Ube2j1,ubiquitin-conjugating enzyme E2J 1 [Source:MGI Symbol;Acc:MGI:1926245],-0.063270625,0.456504883,0.609536285,385,444,344,393,350,409,430,353,399,366,352,442
ENSMUSG00000051817,Sox12,SRY (sex determining region Y)-box 12 [Source:MGI Symbol;Acc:MGI:98360],-0.179673259,0.45659458,0.609595855,21,29,14,19,25,30,30,16,23,22,31,28
ENSMUSG00000097697,4833412C05Rik,RIKEN cDNA 4833412C05 gene [Source:MGI Symbol;Acc:MGI:1921154],0.660785709,0.457019866,0.610125776,1,1,3,1,2,5,1,3,0,2,0,2
ENSMUSG00000037159,Wee2,WEE1 homolog 2 (S. pombe) [Source:MGI Symbol;Acc:MGI:3027899],0.822502308,0.457189904,0.610311538,3,0,2,0,1,3,1,2,0,1,0,1
ENSMUSG00000069516,Lyz2,lysozyme 2 [Source:MGI Symbol;Acc:MGI:96897],0.312268451,0.457224014,0.610311538,55,315,76,198,251,135,139,187,69,177,72,118
ENSMUSG00000018907,Alox12e,"arachidonate lipoxygenase, epidermal [Source:MGI Symbol;Acc:MGI:1274790]",1.127702382,0.457244144,0.610311538,0,0,0,4,3,0,1,1,0,1,0,0
ENSMUSG00000020393,Kremen1,kringle containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1933988],0.175645396,0.457281208,0.610323132,33,44,41,31,35,20,31,14,34,28,25,44
ENSMUSG00000040952,Rps19,ribosomal protein S19 [Source:MGI Symbol;Acc:MGI:1333780],0.169845933,0.457359452,0.610389683,23,53,30,30,32,37,29,31,21,32,34,26
ENSMUSG00000104523,Gm37335,"predicted gene, 37335 [Source:MGI Symbol;Acc:MGI:5610563]",-0.091497172,0.45744782,0.610461096,95,136,102,110,102,119,112,94,130,117,100,128
ENSMUSG00000027420,Bfsp1,"beaded filament structural protein 1, in lens-CP94 [Source:MGI Symbol;Acc:MGI:101770]",-0.188082182,0.45746973,0.610461096,20,35,17,22,40,20,26,16,40,32,25,28
ENSMUSG00000087175,Gm15133,predicted gene 15133 [Source:MGI Symbol;Acc:MGI:3705170],-0.690251533,0.457711706,0.610746101,1,0,5,4,2,0,3,1,0,1,10,4
ENSMUSG00000108520,Gm44684,predicted gene 44684 [Source:MGI Symbol;Acc:MGI:5753260],0.543538668,0.458158351,0.611304154,3,5,5,1,3,1,4,2,0,1,2,3
ENSMUSG00000105890,Gm42780,predicted gene 42780 [Source:MGI Symbol;Acc:MGI:5662917],0.896188019,0.458217427,0.61134505,5,1,1,0,2,1,0,0,1,0,4,0
ENSMUSG00000100455,Gm29170,predicted gene 29170 [Source:MGI Symbol;Acc:MGI:5579876],-0.217299354,0.458306927,0.611426529,18,18,12,14,16,8,18,17,16,9,16,20
ENSMUSG00000021470,Ercc6l2,"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2 [Source:MGI Symbol;Acc:MGI:1923501]",0.10837307,0.458433564,0.61155754,99,138,69,93,85,95,107,80,77,85,73,93
ENSMUSG00000000266,Mid2,midline 2 [Source:MGI Symbol;Acc:MGI:1344333],-0.187614231,0.458502176,0.611611133,30,38,49,35,42,34,62,42,23,58,21,47
ENSMUSG00000106166,Gm43484,predicted gene 43484 [Source:MGI Symbol;Acc:MGI:5663621],0.143167422,0.458554371,0.611642822,71,109,43,73,61,62,79,45,50,60,43,90
ENSMUSG00000107362,Gm40309,"predicted gene, 40309 [Source:MGI Symbol;Acc:MGI:5623194]",-0.176962359,0.458604846,0.611672212,32,44,31,56,44,25,35,58,30,48,39,38
ENSMUSG00000091906,1700099I09Rik,RIKEN cDNA 1700099I09 gene [Source:MGI Symbol;Acc:MGI:1923874],-0.315557177,0.458779146,0.611866743,8,8,6,6,7,2,10,9,6,6,7,6
ENSMUSG00000058908,Pla2g2a,"phospholipase A2, group IIA (platelets, synovial fluid) [Source:MGI Symbol;Acc:MGI:104642]",0.206215643,0.458863139,0.611940815,141,129,129,206,180,287,154,64,270,181,122,108
ENSMUSG00000033430,Terf2ip,"telomeric repeat binding factor 2, interacting protein [Source:MGI Symbol;Acc:MGI:1929871]",0.107103894,0.459013978,0.61210402,112,131,86,99,89,98,111,93,73,103,72,97
ENSMUSG00000101724,Gm29453,predicted gene 29453 [Source:MGI Symbol;Acc:MGI:5580159],0.429445892,0.45931862,0.612219816,5,10,2,3,5,5,6,7,2,2,1,3
ENSMUSG00000105733,Gm42973,predicted gene 42973 [Source:MGI Symbol;Acc:MGI:5663110],-1.062378495,0.459220704,0.612219816,0,0,0,0,2,2,0,1,0,5,0,2
ENSMUSG00000041453,Rpl21,ribosomal protein L21 [Source:MGI Symbol;Acc:MGI:1278340],0.135988516,0.459357008,0.612219816,47,44,52,44,63,36,52,34,39,46,31,50
ENSMUSG00000030246,Ldhb,lactate dehydrogenase B [Source:MGI Symbol;Acc:MGI:96763],-0.282277521,0.45913189,0.612219816,10,6,8,3,13,10,13,8,8,7,9,14
ENSMUSG00000030742,Lat,linker for activation of T cells [Source:MGI Symbol;Acc:MGI:1342293],-0.388810847,0.459219329,0.612219816,5,6,0,6,17,5,15,4,9,6,9,5
ENSMUSG00000021866,Anxa11,annexin A11 [Source:MGI Symbol;Acc:MGI:108481],0.696880822,0.459287065,0.612219816,0,1,2,2,5,2,0,2,0,1,2,2
ENSMUSG00000086567,Gm2830,predicted gene 2830 [Source:MGI Symbol;Acc:MGI:3781002],0.168214302,0.459204973,0.612219816,88,71,45,102,73,67,47,36,66,71,53,116
ENSMUSG00000021135,Slc10a1,"solute carrier family 10 (sodium/bile acid cotransporter family), member 1 [Source:MGI Symbol;Acc:MGI:97379]",0.406449942,0.459340345,0.612219816,6,8,13,6,7,4,6,4,4,15,2,1
ENSMUSG00000090062,Galnt6os,"polypeptide N-acetylgalactosaminyltransferase 6, opposite strand [Source:MGI Symbol;Acc:MGI:1916281]",-0.68777526,0.459299511,0.612219816,0,2,2,2,3,1,10,0,1,3,0,2
ENSMUSG00000024697,Gna14,"guanine nucleotide binding protein, alpha 14 [Source:MGI Symbol;Acc:MGI:95769]",-0.385865329,0.45945935,0.612318271,6,3,2,4,15,10,6,15,2,7,9,10
ENSMUSG00000102562,Gm37694,"predicted gene, 37694 [Source:MGI Symbol;Acc:MGI:5610922]",0.577432321,0.459488394,0.612319034,4,2,4,2,2,1,1,0,2,2,1,4
ENSMUSG00000078502,Gm13212,predicted gene 13212 [Source:MGI Symbol;Acc:MGI:3651014],-0.799131568,0.459804988,0.612702967,1,1,0,1,1,2,4,0,4,0,2,0
ENSMUSG00000034850,Tmem127,transmembrane protein 127 [Source:MGI Symbol;Acc:MGI:1916720],0.081114983,0.45992461,0.612824397,367,393,360,309,368,347,341,322,314,247,340,387
ENSMUSG00000026335,Pam,peptidylglycine alpha-amidating monooxygenase [Source:MGI Symbol;Acc:MGI:97475],-0.280975776,0.460095062,0.613013536,142,180,135,213,151,180,150,446,137,140,105,149
ENSMUSG00000022529,Zfp263,zinc finger protein 263 [Source:MGI Symbol;Acc:MGI:1921370],-0.1229284,0.460225269,0.613149034,82,94,72,107,131,89,111,56,120,114,78,127
ENSMUSG00000029832,Nfe2l3,"nuclear factor, erythroid derived 2, like 3 [Source:MGI Symbol;Acc:MGI:1339958]",-0.472525043,0.460501167,0.613447935,3,6,9,3,1,2,1,7,1,10,7,6
ENSMUSG00000032346,Ooep,oocyte expressed protein [Source:MGI Symbol;Acc:MGI:1915218],-1.051900155,0.460506668,0.613447935,0,2,0,0,1,0,3,0,1,0,1,1
ENSMUSG00000039155,Cdh26,cadherin-like 26 [Source:MGI Symbol;Acc:MGI:2685856],-0.844874991,0.460747747,0.613731067,0,0,0,2,1,3,0,2,0,2,5,1
ENSMUSG00000044807,Zfp354c,zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621],0.24275336,0.460808989,0.613774629,11,15,17,21,14,12,20,12,5,14,8,15
ENSMUSG00000046442,Ppm1e,protein phosphatase 1E (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2444096],0.28631065,0.460898516,0.613855857,2,29,9,19,22,15,9,14,13,10,11,17
ENSMUSG00000042564,Fam227a,"family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]",0.300650397,0.461037091,0.614002397,11,12,6,7,11,10,4,14,6,6,4,10
ENSMUSG00000076605,Igkj2,immunoglobulin kappa joining 2 [Source:MGI Symbol;Acc:MGI:1316690],-0.867443095,0.461080037,0.61402157,1,0,2,0,2,0,3,0,4,0,1,1
ENSMUSG00000027582,Zgpat,"zinc finger, CCCH-type with G patch domain [Source:MGI Symbol;Acc:MGI:2449939]",0.142577464,0.461123165,0.614040983,36,54,44,35,56,32,48,32,38,31,38,36
ENSMUSG00000066861,Oas1g,2'-5' oligoadenylate synthetase 1G [Source:MGI Symbol;Acc:MGI:97429],0.385958959,0.461211666,0.614120809,11,7,4,11,12,4,9,0,13,5,6,3
ENSMUSG00000103329,Gm42492,predicted gene 42492 [Source:MGI Symbol;Acc:MGI:5662629],-1.134773889,0.461348035,0.614260312,0,3,0,0,0,0,1,1,3,0,1,0
ENSMUSG00000075273,Ttc30b,tetratricopeptide repeat domain 30B [Source:MGI Symbol;Acc:MGI:1919671],-0.278492546,0.461419449,0.614260312,9,10,13,17,10,3,9,9,15,18,7,15
ENSMUSG00000032740,Ccdc88a,coiled coil domain containing 88A [Source:MGI Symbol;Acc:MGI:1925177],-0.080517619,0.461430679,0.614260312,174,271,169,234,235,224,223,176,219,258,187,265
ENSMUSG00000116771,Gm49691,"predicted gene, 49691 [Source:MGI Symbol;Acc:MGI:6215143]",-0.873587376,0.46142384,0.614260312,1,0,0,1,2,0,1,1,2,2,0,1
ENSMUSG00000112411,Gm19337,"predicted gene, 19337 [Source:MGI Symbol;Acc:MGI:5011522]",-0.567948309,0.46162525,0.614481293,2,3,0,1,6,1,2,2,3,8,1,2
ENSMUSG00000101438,Gm19412,"predicted gene, 19412 [Source:MGI Symbol;Acc:MGI:5011597]",-0.137056603,0.461695985,0.614537414,41,38,40,39,40,54,52,43,36,42,49,45
ENSMUSG00000044155,Lsm8,"LSM8 homolog, U6 small nuclear RNA associated [Source:MGI Symbol;Acc:MGI:1923772]",0.142669181,0.461846805,0.61470012,91,173,161,107,112,145,104,69,160,117,98,147
ENSMUSG00000026384,Ptpn4,"protein tyrosine phosphatase, non-receptor type 4 [Source:MGI Symbol;Acc:MGI:1099792]",-0.144640429,0.462015507,0.614848555,61,59,39,63,55,60,82,26,66,56,56,77
ENSMUSG00000033282,Rpgrip1l,Rpgrip1-like [Source:MGI Symbol;Acc:MGI:1920563],-0.167625666,0.461998337,0.614848555,25,48,18,33,52,36,50,25,31,34,44,43
ENSMUSG00000074766,Ism1,"isthmin 1, angiogenesis inhibitor [Source:MGI Symbol;Acc:MGI:2442963]",-0.500720667,0.462291542,0.615170452,0,3,2,2,7,2,3,2,2,4,2,9
ENSMUSG00000091071,1700030C10Rik,RIKEN cDNA 1700030C10 gene [Source:MGI Symbol;Acc:MGI:1916763],0.654628846,0.462314596,0.615170452,1,1,0,3,7,3,1,0,4,2,1,1
ENSMUSG00000118132,4833408A19Rik,RIKEN cDNA 4833408A19 gene [Source:MGI Symbol;Acc:MGI:1921038],-0.344715116,0.462357546,0.615189541,8,5,2,7,9,7,3,5,6,6,15,11
ENSMUSG00000099893,Gm29245,predicted gene 29245 [Source:MGI Symbol;Acc:MGI:5579951],0.418984703,0.46241994,0.615234498,3,8,3,2,11,3,3,5,3,5,2,3
ENSMUSG00000104108,Gm37876,"predicted gene, 37876 [Source:MGI Symbol;Acc:MGI:5611104]",0.634772922,0.462778747,0.615673792,1,3,0,3,5,3,0,0,3,2,3,1
ENSMUSG00000103484,Gm38000,"predicted gene, 38000 [Source:MGI Symbol;Acc:MGI:5611228]",-0.692334868,0.46286164,0.615745982,4,1,0,2,0,1,1,0,2,2,2,6
ENSMUSG00000028901,Gmeb1,glucocorticoid modulatory element binding protein 1 [Source:MGI Symbol;Acc:MGI:2135604],0.082463598,0.462912723,0.615775849,134,203,145,148,192,161,166,105,145,164,135,179
ENSMUSG00000103497,Gm37407,"predicted gene, 37407 [Source:MGI Symbol;Acc:MGI:5610635]",-0.204753309,0.462987915,0.615799697,14,18,13,16,30,11,20,21,17,21,14,19
ENSMUSG00000108095,Gm44067,"predicted gene, 44067 [Source:MGI Symbol;Acc:MGI:5690459]",-0.553423269,0.462966884,0.615799697,3,3,2,0,1,5,8,4,2,4,0,2
ENSMUSG00000096146,Kcnj11,"potassium inwardly rectifying channel, subfamily J, member 11 [Source:MGI Symbol;Acc:MGI:107501]",0.580757808,0.463199904,0.616017921,2,2,6,3,2,2,2,0,1,4,4,0
ENSMUSG00000034825,Nrip3,nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843],0.27443916,0.4632952,0.616017921,8,18,14,17,6,12,8,9,9,12,15,6
ENSMUSG00000102540,Gm38134,"predicted gene, 38134 [Source:MGI Symbol;Acc:MGI:5611362]",0.97832479,0.46328585,0.616017921,0,3,1,4,0,0,2,0,1,0,0,1
ENSMUSG00000091243,Vgll3,vestigial like family member 3 [Source:MGI Symbol;Acc:MGI:1920819],-0.422797434,0.463235938,0.616017921,1,10,1,4,5,4,3,9,2,5,6,6
ENSMUSG00000024529,Lox,lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817],-0.394062987,0.463279106,0.616017921,2,11,17,19,15,22,17,42,1,16,11,20
ENSMUSG00000021273,Fdft1,farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706],-0.182287959,0.463610518,0.616399074,22,38,36,32,38,46,48,44,39,15,36,50
ENSMUSG00000015165,Hnrnpl,heterogeneous nuclear ribonucleoprotein L [Source:MGI Symbol;Acc:MGI:104816],-0.069886173,0.463695877,0.616436348,420,476,406,494,539,387,523,399,495,489,359,484
ENSMUSG00000110394,Gm18991,"predicted gene, 18991 [Source:MGI Symbol;Acc:MGI:5011176]",0.796994316,0.463691224,0.616436348,2,1,2,0,3,1,2,2,0,0,0,1
ENSMUSG00000110504,Gm45797,predicted gene 45797 [Source:MGI Symbol;Acc:MGI:5804912],-0.306805915,0.463727815,0.616440702,7,12,5,18,9,3,9,14,7,16,9,8
ENSMUSG00000028345,Tex10,testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413],0.129280261,0.463845263,0.616558718,100,120,46,85,84,96,76,76,76,94,64,76
ENSMUSG00000090330,9130221H12Rik,RIKEN cDNA 9130221H12 gene [Source:MGI Symbol;Acc:MGI:1924374],-0.260862265,0.463972879,0.616690236,11,18,7,10,8,16,7,19,16,15,12,10
ENSMUSG00000026640,Plxna2,plexin A2 [Source:MGI Symbol;Acc:MGI:107684],-0.097557677,0.464004936,0.616694732,254,279,176,241,211,162,288,214,200,237,183,238
ENSMUSG00000060397,Zfp128,zinc finger protein 128 [Source:MGI Symbol;Acc:MGI:2389445],-0.710157797,0.464123636,0.616776263,2,2,0,0,1,3,4,0,4,1,0,4
ENSMUSG00000109036,2210406H18Rik,RIKEN cDNA 2210406H18 gene [Source:MGI Symbol;Acc:MGI:1917383],0.249186707,0.464114643,0.616776263,34,34,27,17,25,16,26,5,9,27,27,32
ENSMUSG00000107750,Gm44013,"predicted gene, 44013 [Source:MGI Symbol;Acc:MGI:5690405]",0.61178967,0.46418161,0.616815192,1,2,4,3,4,4,6,0,0,0,1,5
ENSMUSG00000062175,Tgif2,TGFB-induced factor homeobox 2 [Source:MGI Symbol;Acc:MGI:1915299],-0.272312189,0.464262379,0.616846296,10,10,5,8,6,10,15,7,10,8,9,8
ENSMUSG00000053007,Creb5,cAMP responsive element binding protein 5 [Source:MGI Symbol;Acc:MGI:2443973],-0.169631891,0.464261328,0.616846296,30,38,23,38,24,34,32,42,25,45,25,32
ENSMUSG00000002617,Zfp40,zinc finger protein 40 [Source:MGI Symbol;Acc:MGI:99185],-0.261277863,0.464344381,0.616917136,14,9,8,7,12,17,11,14,16,14,4,19
ENSMUSG00000060882,Kcnd2,"potassium voltage-gated channel, Shal-related family, member 2 [Source:MGI Symbol;Acc:MGI:102663]",0.523197033,0.46438909,0.616938424,2,4,1,5,7,6,7,0,1,0,4,5
ENSMUSG00000042485,Mustn1,"musculoskeletal, embryonic nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1913425]",-0.137122925,0.464421587,0.616943488,52,59,74,69,67,63,46,65,88,65,53,92
ENSMUSG00000101104,Gm29247,predicted gene 29247 [Source:MGI Symbol;Acc:MGI:5579953],0.585961431,0.464699988,0.61721724,0,4,4,6,1,2,1,0,2,4,2,2
ENSMUSG00000089998,Phtf1os,"putative homeodomain transcription factor 1, opposite strand [Source:MGI Symbol;Acc:MGI:3698050]",0.190989596,0.464885948,0.61721724,20,26,26,23,15,16,20,12,16,21,17,21
ENSMUSG00000106024,A530083M17Rik,RIKEN cDNA A530083M17 gene [Source:MGI Symbol;Acc:MGI:2444172],-0.223618409,0.464715445,0.61721724,17,19,11,24,18,17,23,6,13,24,21,34
ENSMUSG00000009687,Fxyd5,FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785],-0.162374361,0.464678469,0.61721724,24,32,22,46,38,39,46,38,34,40,23,35
ENSMUSG00000049420,Tmem200a,transmembrane protein 200A [Source:MGI Symbol;Acc:MGI:1924470],0.582231464,0.464877965,0.61721724,1,7,2,5,1,1,3,0,3,1,1,3
ENSMUSG00000112084,Gm10773,predicted gene 10773 [Source:MGI Symbol;Acc:MGI:3641797],-0.819671207,0.464777071,0.61721724,0,2,0,0,2,1,0,2,1,1,3,1
ENSMUSG00000039461,Tcta,T cell leukemia translocation altered gene [Source:MGI Symbol;Acc:MGI:1918829],0.132611253,0.464871685,0.61721724,67,86,73,41,61,88,60,50,60,59,65,72
ENSMUSG00000058656,Samd12,sterile alpha motif domain containing 12 [Source:MGI Symbol;Acc:MGI:2444518],0.244981915,0.464840977,0.61721724,23,27,15,11,24,15,13,27,18,15,8,10
ENSMUSG00000022878,Adipoq,"adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]",0.827151912,0.464753478,0.61721724,0,14,1,0,0,7,3,2,0,1,0,6
ENSMUSG00000103509,Gm38372,"predicted gene, 38372 [Source:MGI Symbol;Acc:MGI:5611600]",-0.720195334,0.465005592,0.617320722,0,3,1,0,1,3,0,3,4,2,3,0
ENSMUSG00000044125,9530080O11Rik,RIKEN cDNA 9530080O11 gene [Source:MGI Symbol;Acc:MGI:2441751],1.110342437,0.465021296,0.617320722,1,0,1,1,4,0,0,0,3,0,0,0
ENSMUSG00000023947,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon [Source:MGI Symbol;Acc:MGI:1194908]",-0.250669344,0.465072323,0.617350355,8,15,9,15,18,18,20,6,18,19,22,9
ENSMUSG00000111088,9430081H08Rik,RIKEN cDNA 9430081H08 gene [Source:MGI Symbol;Acc:MGI:1924680],-0.180758259,0.465128263,0.617386506,17,22,15,18,23,20,20,24,17,16,21,27
ENSMUSG00000023000,Dhh,desert hedgehog [Source:MGI Symbol;Acc:MGI:94891],0.690091742,0.465212074,0.617459644,1,4,2,3,0,2,1,2,0,3,1,0
ENSMUSG00000068574,Olfr458,olfactory receptor 458 [Source:MGI Symbol;Acc:MGI:3030292],0.986940389,0.465368379,0.617628987,0,1,3,0,1,1,1,0,1,0,0,1
ENSMUSG00000026357,Rgs18,regulator of G-protein signaling 18 [Source:MGI Symbol;Acc:MGI:1927498],-0.563873995,0.465437305,0.617676958,1,0,4,2,2,2,2,0,3,4,4,3
ENSMUSG00000033543,Gtf2a2,"general transcription factor II A, 2 [Source:MGI Symbol;Acc:MGI:1933289]",0.074275493,0.465461964,0.617676958,314,368,272,273,351,291,286,198,284,281,274,394
ENSMUSG00000024155,Meiob,meiosis specific with OB domains [Source:MGI Symbol;Acc:MGI:1922428],0.659312849,0.46556021,0.617769214,1,1,1,5,3,2,1,1,0,4,0,2
ENSMUSG00000031715,Smarca5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]",-0.070675967,0.46569379,0.617908344,202,274,223,232,311,253,274,209,272,247,208,302
ENSMUSG00000035967,Ints6l,integrator complex subunit 6 like [Source:MGI Symbol;Acc:MGI:2442593],-0.15306795,0.46573229,0.617921306,39,69,43,72,57,65,45,46,82,83,44,68
ENSMUSG00000076123,Mir700,microRNA 700 [Source:MGI Symbol;Acc:MGI:3629655],0.462110749,0.465874482,0.617974211,2,6,4,4,10,2,4,7,2,4,0,2
ENSMUSG00000107610,D530018E20Rik,RIKEN cDNA D530018E20 gene [Source:MGI Symbol;Acc:MGI:1926117],0.168037546,0.4658871,0.617974211,46,63,31,57,74,38,59,58,27,41,35,40
ENSMUSG00000019868,Vta1,vesicle (multivesicular body) trafficking 1 [Source:MGI Symbol;Acc:MGI:1913451],0.110891694,0.465848998,0.617974211,106,128,116,98,106,132,103,88,139,78,86,120
ENSMUSG00000045942,BC049762,cDNA sequence BC049762 [Source:MGI Symbol;Acc:MGI:3039622],-1.035892749,0.465810184,0.617974211,4,0,0,0,0,0,0,1,0,2,3,2
ENSMUSG00000107861,Gm44253,"predicted gene, 44253 [Source:MGI Symbol;Acc:MGI:5690645]",-0.791658149,0.465934293,0.617998696,1,2,2,0,1,0,1,0,1,0,5,3
ENSMUSG00000084252,Gm12036,predicted gene 12036 [Source:MGI Symbol;Acc:MGI:3651598],0.281853256,0.465977324,0.618017656,18,16,10,11,14,13,3,16,13,9,4,20
ENSMUSG00000071632,2510002D24Rik,RIKEN cDNA 2510002D24 gene [Source:MGI Symbol;Acc:MGI:1919557],0.114875104,0.466103211,0.618146499,192,252,112,134,168,146,159,118,122,130,165,193
ENSMUSG00000114705,Gm18760,"predicted gene, 18760 [Source:MGI Symbol;Acc:MGI:5010945]",-1.030610293,0.46615204,0.618167667,1,1,1,0,0,0,0,0,0,3,1,2
ENSMUSG00000022454,Nell2,NEL-like 2 [Source:MGI Symbol;Acc:MGI:1858510],-0.430440717,0.466176659,0.618167667,1,2,6,15,2,5,10,2,5,10,4,11
ENSMUSG00000097784,A430105J06Rik,RIKEN cDNA A430105J06 gene [Source:MGI Symbol;Acc:MGI:1924439],-0.453898616,0.466235641,0.618195607,1,6,6,1,1,4,6,6,3,5,2,3
ENSMUSG00000041025,Iffo2,intermediate filament family orphan 2 [Source:MGI Symbol;Acc:MGI:2140675],0.176879889,0.466255217,0.618195607,42,52,60,60,100,80,62,78,48,59,46,36
ENSMUSG00000067577,A430093F15Rik,RIKEN cDNA A430093F15 gene [Source:MGI Symbol;Acc:MGI:2685520],0.906174006,0.466508103,0.618492774,0,3,1,2,2,2,0,0,0,5,0,0
ENSMUSG00000033849,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:1349461]",-0.286660156,0.466702713,0.618629049,13,22,18,10,8,9,21,2,21,23,14,14
ENSMUSG00000110711,Gm45760,predicted gene 45760 [Source:MGI Symbol;Acc:MGI:5804875],-0.407428384,0.466777325,0.618629049,7,4,4,2,2,4,8,1,6,2,6,7
ENSMUSG00000048379,Socs4,suppressor of cytokine signaling 4 [Source:MGI Symbol;Acc:MGI:1914546],-0.072406526,0.466718554,0.618629049,292,343,269,301,339,263,378,282,298,325,231,313
ENSMUSG00000033595,Lgi3,"leucine-rich repeat LGI family, member 3 [Source:MGI Symbol;Acc:MGI:2182619]",-0.557946971,0.466690909,0.618629049,2,5,1,1,0,4,0,5,4,2,3,4
ENSMUSG00000085665,Gm12059,predicted gene 12059 [Source:MGI Symbol;Acc:MGI:3649372],0.750802594,0.466783476,0.618629049,1,0,2,4,7,0,4,0,2,1,1,0
ENSMUSG00000117819,Gm50253,"predicted gene, 50253 [Source:MGI Symbol;Acc:MGI:6303071]",0.152786583,0.466780608,0.618629049,38,30,28,26,38,39,26,24,30,31,32,29
ENSMUSG00000039485,Tspyl4,TSPY-like 4 [Source:MGI Symbol;Acc:MGI:106393],-0.266514383,0.466822954,0.618643248,10,13,2,16,18,6,12,10,14,14,12,12
