ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0031343,positive regulation of cell killing,10/863,19/4859,5.819183679374372e-4,0.013491544862773345,0.012007780858590791,B2m/Bad/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Syk/Tap2/Vav1,10
BP,GO:0001913,T cell mediated cytotoxicity,9/863,16/4859,5.850925068039461e-4,0.013491544862773345,0.012007780858590791,B2m/Ctsh/Gzmb/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap2,9
BP,GO:0042180,cellular ketone metabolic process,28/863,86/4859,5.937083309615116e-4,0.013601318127481903,0.012105481553371081,Abcd1/Akr1a1/Akr1c18/Apoa1/Apoa4/Atp2b4/Cd74/Ces1d/Cyp2b10/Cyp4f14/Dbi/Dgat1/Dhrs4/Gpd1/Hagh/Hnf4a/Hpgd/Kdsr/Lpgat1/Mlxipl/Ncor1/Ndufa9/Pdk2/Pdk3/Scp2/Slc7a7/Stard4/Ugt1a1,28
BP,GO:0006260,DNA replication,27/863,82/4859,6.067496874182286e-4,0.01381040578846136,0.012291574312859602,Bcar3/Cdk1/Chtf18/Fen1/Ilkap/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Mcmbp/Nasp/Pola1/Pold1/Pold2/Prim1/Prim2/Rfc5/Rpa1/Rpa2/Rpa3/Rrm1/Samhd1/Smc3/Wdhd1,27
BP,GO:0050867,positive regulation of cell activation,26/863,78/4859,6.166980046258066e-4,0.013946862566152858,0.012413023939263032,Adk/Bad/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Dgat1/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Msh2/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,26
BP,GO:0002696,positive regulation of leukocyte activation,25/863,74/4859,6.228773048268541e-4,0.01399688618744676,0.012457546096537084,Adk/Bad/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Msh2/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,25
BP,GO:0071466,cellular response to xenobiotic stimulus,15/863,36/4859,6.627635741770598e-4,0.01479892335251055,0.013171377360227644,Acaa1a/Acaa1b/Akr1c13/As3mt/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Hnf4a/Mcm7/Sult1b1/Ugt1a1,15
BP,GO:0009410,response to xenobiotic stimulus,16/863,40/4859,7.577219324725696e-4,0.016812848916749844,0.014963816779646975,Acaa1a/Acaa1b/Akr1c13/As3mt/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Gpx1/Hnf4a/Mcm7/Sult1b1/Ugt1a1,16
BP,GO:0034308,primary alcohol metabolic process,12/863,26/4859,7.659358144434187e-4,0.01688888470847738,0.015031490358452092,Adh1/Akr1a1/Akr1c18/Aldh1a1/Chka/Gde1/Gpd1/Naaa/Plb1/Rdh11/Retsat/Sult1b1,12
BP,GO:0046890,regulation of lipid biosynthetic process,24/863,71/4859,7.882779760806407e-4,0.01727356956281056,0.015373868601821194,Abcd1/Abhd6/Akr1c18/Apoa1/Apoa4/Atp1a1/Cd74/Ceacam1/Ces1d/Dbi/Dgat1/Dhcr7/Fdps/Hnf4a/Lpcat3/Lpgat1/Mlxipl/Nr3c1/Pck1/Scp2/Sec14l2/Smpd3/Sorbs1/Stard4,24
BP,GO:0006805,xenobiotic metabolic process,14/863,33/4859,8.050376944538922e-4,0.01753193201255143,0.015603817040649517,Acaa1a/Acaa1b/Akr1c13/As3mt/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Hnf4a/Sult1b1/Ugt1a1,14
BP,GO:0042102,positive regulation of T cell proliferation,11/863,23/4859,8.786189246659017e-4,0.018901021745251836,0.016822337947871534,Adk/Btnl2/Ceacam1/Coro1a/Efnb1/H2-T23/Nck2/Pnp/Ptprc/Pycard/Syk,11
BP,GO:0072523,purine-containing compound catabolic process,11/863,23/4859,8.786189246659017e-4,0.018901021745251836,0.016822337947871534,Abcd1/Acat1/Ahcy/Dpyd/Gda/Itpa/Nudt4/Pde4d/Pnp/Samhd1/Xdh,11
BP,GO:0044070,regulation of anion transport,18/863,48/4859,8.9730438274639e-4,0.019185999165631903,0.017075974314082816,Abat/Abcb1a/Ace2/Ano9/Apoa1/Arg2/Atp5j/Ces1d/Dbi/Dpysl2/Map2k6/Nr3c1/Pdzk1/Prkg2/Slc12a2/Slc15a1/Slc43a2/Syk,18
BP,GO:0006270,DNA replication initiation,7/863,11/4859,9.248875264822774e-4,0.019422638056127824,0.017286588292585423,Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Pola1,7
BP,GO:0030299,intestinal cholesterol absorption,7/863,11/4859,9.248875264822774e-4,0.019422638056127824,0.017286588292585423,Abcg5/Acat2/Apoa1/Apoa4/Cd36/Lpcat3/Npc1l1,7
BP,GO:0045723,positive regulation of fatty acid biosynthetic process,7/863,11/4859,9.248875264822774e-4,0.019422638056127824,0.017286588292585423,Abcd1/Apoa1/Apoa4/Cd74/Hnf4a/Lpgat1/Mlxipl,7
BP,GO:0006814,sodium ion transport,20/863,56/4859,9.741287117986674e-4,0.020335657368199398,0.01809919618371489,Ano6/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Chp2/Glrx/Gpd1l/Slc12a2/Slc13a2/Slc23a2/Slc34a2/Slc38a10/Slc4a4/Slc5a1/Slc5a11/Slc6a19/Slc9a3/Slc9a3r1/Trpm4,20
BP,GO:0032611,interleukin-1 beta production,10/863,20/4859,9.803688181567087e-4,0.020345536414452168,0.018107988758894505,Apoa1/Arg2/Casp1/Casp8/Cd36/Hmgb1/Nlrc4/Pml/Pycard/Stat3,10
BP,GO:0062013,positive regulation of small molecule metabolic process,21/863,60/4859,9.925918532407913e-4,0.020478737182652116,0.018226540463018043,Abcd1/Apoa1/Apoa4/Cd74/Ces1d/Dgat1/Fdps/Gpd1/Gpt/Hmgb1/Hnf4a/Lpgat1/Mlxipl/COX2/Ndufc2/Scp2/Sec14l2/Slc4a4/Sorbs1/Stard4/Stat3,21
BP,GO:0000038,very long-chain fatty acid metabolic process,9/863,17/4859,0.0010488920181411497,0.02139012161850853,0.01903769327724399,Abcd1/Abcd3/Acaa1a/Acot4/Acox1/Hsd17b4/Slc27a2/Slc27a4/Tecr,9
BP,GO:0071622,regulation of granulocyte chemotaxis,9/863,17/4859,0.0010488920181411497,0.02139012161850853,0.01903769327724399,Bst1/Camk1d/Cd74/Dapk2/Dpp4/Mapk1/Mapk14/Mpp1/Ptk2,9
BP,GO:0042110,T cell activation,35/863,119/4859,0.001093697692695949,0.02217336351540358,0.019734796326067814,Adk/Arg2/B2m/Bad/Btnl1/Btnl2/Casp3/Cd74/Ceacam1/Coro1a/Csk/Dock8/Dpp4/Efnb1/Erbb2/Fas/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Nck2/Ncor1/Pck1/Pnp/Psmb10/Ptprc/Pycard/Rabl3/Rhoa/Stat3/Syk/Vav1/Vnn1/Zmiz1,35
BP,GO:0006790,sulfur compound metabolic process,44/863,159/4859,0.0010998692219942251,0.02217336351540358,0.019734796326067814,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ahcy/Ahcyl2/Ces1d/Csad/Dgat1/Dld/Dnmt1/Dpep1/Far2/Fasn/Gal3st2/Gcdh/Ggt1/Gpx1/Gstt3/Gstz1/Hagh/Hmgn5/Hnf4a/Hsd17b4/Mcee/Mgst1/Mical1/Mpst/Mthfd1/Mvd/Mvk/Papss1/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2/Sult1b1/Sult1d1/Sult2b1/Tpk1,44
BP,GO:0042129,regulation of T cell proliferation,17/863,45/4859,0.0011253704991064945,0.022558563186634732,0.020077632768149962,Adk/Arg2/Btnl2/Casp3/Ceacam1/Coro1a/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Itch/Nck2/Pnp/Ptprc/Pycard/Syk,17
BP,GO:0019935,cyclic-nucleotide-mediated signaling,14/863,34/4859,0.0011485052663948905,0.022763632471017828,0.02026014908134807,Adcy6/Aqp1/Atp2b4/Cd36/Gnaq/Guca2b/Ksr1/Ndufs4/Pde3a/Pde4d/Pdzd3/Prkar2a/Ptk2b/Slc9a3r1,14
BP,GO:0035725,sodium ion transmembrane transport,14/863,34/4859,0.0011485052663948905,0.022763632471017828,0.02026014908134807,Ano6/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Glrx/Gpd1l/Slc12a2/Slc4a4/Slc5a1/Slc6a19/Slc9a3/Slc9a3r1/Trpm4,14
BP,GO:0055081,anion homeostasis,12/863,27/4859,0.0011588980507093827,0.022841297893311185,0.020329273068309846,Abcd1/Apoa1/Dgat1/Hnf4a/Mlxipl/Otc/Pold1/Ptk2/Slc12a2/Slc12a6/Slc34a2/Slc9a3r1,12
BP,GO:0002443,leukocyte mediated immunity,28/863,90/4859,0.0013213413601256391,0.02589829065846253,0.023050065948858375,Ace/B2m/Bcr/Cd74/Ceacam1/Coro1a/Ctsh/Ddx58/Dpp4/Fas/Gzmb/H2-Ab1/H2-DMa/H2-K1/H2-T23/H2-T3/Hmgb1/Lyn/Msh2/Msh6/Pnp/Prdx1/Ptprc/Syk/Tap1/Tap2/Trpm4/Vav1,28
BP,GO:0006766,vitamin metabolic process,11/863,24/4859,0.0013650339265982954,0.026441509789908293,0.023533543293739245,Akr1a1/Akr1c18/Cubn/Cyp4f14/Dgat1/Dhfr/Pnpo/Rfk/Slc23a2/Tpk1/Vnn1,11
BP,GO:0045621,positive regulation of lymphocyte differentiation,11/863,24/4859,0.0013650339265982954,0.026441509789908293,0.023533543293739245,Bad/Cd74/H2-Aa/H2-DMa/Pck1/Pnp/Ptprc/Rhoa/Syk/Vnn1/Zmiz1,11
BP,GO:0050900,leukocyte migration,31/863,103/4859,0.0013715408989663316,0.026441509789908293,0.023533543293739245,Ano6/Bcr/Bst1/Camk1d/Capn1/Ccl25/Ccl6/Cd74/Coro1a/Dapk2/Dock8/Dpep1/Dpp4/Golph3/Itga6/Lyn/Mapk1/Mapk14/Mpp1/Pde4d/Ptk2/Ptk2b/Pycard/Rhoa/Slc12a2/Smpd3/Stk10/Syk/Tmem102/Trpm4/Vav1,31
BP,GO:0002521,leukocyte differentiation,36/863,125/4859,0.001417868118261638,0.0271860800066688,0.02419622767033448,Atm/B2m/Bad/Btnl1/Casp8/Cd74/Cdh17/Ceacam1/Erbb2/Farp2/Fas/H2-Aa/H2-Ab1/H2-DMa/Hectd1/Hells/Ireb2/Lbr/Lyn/Mapk14/Mertk/Msh2/Ncor1/Pck1/Pik3r1/Plcg2/Pnp/Ptk2b/Ptprc/Rabl3/Rhoa/Stat3/Syk/Vav1/Vnn1/Zmiz1,36
BP,GO:0019932,second-messenger-mediated signaling,26/863,82/4859,0.001429304266164028,0.02725721865419833,0.024259542679757017,Adcy6/Aqp1/Atp1b1/Atp2b4/Bst1/Calml4/Cd36/Ceacam1/Chp2/Erbb3/Gnaq/Guca2b/Ksr1/L1cam/Lmcd1/Ndufs4/Pde3a/Pde4d/Pdk2/Pdzd3/Prkar2a/Ptk2b/Ptprc/Slc9a3r1/Syk/Trpm4,26
BP,GO:0009150,purine ribonucleotide metabolic process,49/863,184/4859,0.0014722492899337902,0.027925244596163506,0.024854100916086568,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Atp5j/Bad/Ces1d/Cox5b/Dgat1/Dld/Eno3/Far2/Fasn/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Itpa/Khk/Mccc2/Mcee/Mlxipl/COX2/Mvd/Mvk/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Rhoa/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1,49
BP,GO:0001906,cell killing,18/863,50/4859,0.0015540825113802303,0.029319802674596003,0.02609528922852366,B2m/Bad/Ccl25/Ceacam1/Coro1a/Ctsh/Gzmb/H2-K1/H2-T23/H2-T3/Pnp/Prdx1/Ptprc/Reg3g/Syk/Tap1/Tap2/Vav1,18
BP,GO:0006954,inflammatory response,46/863,171/4859,0.0016289469374211178,0.030568748910753743,0.027206879699480376,Abcd1/Ace/Ahcy/Ano6/Apoa1/Atm/Bcr/Bst1/Camk1d/Casp1/Casp6/Ccl25/Ccl6/Ctss/Dab2ip/Dpep1/Elf3/Ephx2/Ggt1/Gpx1/H2-T23/Hmgb1/Hmgb2/Lpcat3/Lxn/Lyn/Mapk14/Mep1b/Mvk/Naip1/Ndufc2/Ndufs4/Nlrc4/Nlrp6/Pdcd4/Plgrkt/Pycard/Reg3b/Reg3g/Smad1/Smpdl3b/Stat3/Syk/Tgm2/Uaca/Vnn1,46
BP,GO:0050864,regulation of B cell activation,12/863,28/4859,0.0017052340902571972,0.03183103635146768,0.02833034414501376,Atm/Bad/Bst1/Casp3/Cd38/Cd74/Fas/Lyn/Msh2/Pnp/Ptprc/Syk,12
BP,GO:0007600,sensory perception,26/863,83/4859,0.0017387640351841534,0.032286102716472066,0.02873536352883286,Ace/Aqp1/Atp8b1/Casp3/Cd36/Cdkn1b/Clic5/Cnnm4/Ctss/Ephx2/Espn/Gpx1/Hexb/Lxn/Mapk1/Mme/Myo1a/Myo7a/Myo7b/Ndufs4/Pigr/Rdh11/Slc12a2/Slc9a3r1/Tmem120a/Ush1c,26
BP,GO:0019369,arachidonic acid metabolic process,9/863,18/4859,0.0017704430684559126,0.0325318913828774,0.028954121015372744,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Gpx1,9
BP,GO:0032651,regulation of interleukin-1 beta production,9/863,18/4859,0.0017704430684559126,0.0325318913828774,0.028954121015372744,Apoa1/Arg2/Casp1/Casp8/Hmgb1/Nlrc4/Pml/Pycard/Stat3,9
BP,GO:0001914,regulation of T cell mediated cytotoxicity,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,B2m/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap2,7
BP,GO:0002711,positive regulation of T cell mediated immunity,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,B2m/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap2,7
BP,GO:0015804,neutral amino acid transport,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,Ace2/Sfxn1/Slc3a2/Slc43a2/Slc6a19/Slc7a8/Slc7a9,7
BP,GO:0030888,regulation of B cell proliferation,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,Atm/Bst1/Casp3/Cd38/Cd74/Lyn/Ptprc,7
BP,GO:0034377,plasma lipoprotein particle assembly,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,Apoa1/Apoa4/Ces1d/Dgat1/Lpcat3/Mttp/Soat2,7
BP,GO:0051180,vitamin transport,7/863,12/4859,0.0018809890068328425,0.03349216248042113,0.02980878406704148,Abcg2/Amn/Apoa1/Cubn/Slc23a2/Slc2a2/Tcn2,7
BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,8/863,15/4859,0.0018986486666905402,0.03349216248042113,0.02980878406704148,B2m/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap2/Vav1,8
BP,GO:0015695,organic cation transport,8/863,15/4859,0.0018986486666905402,0.03349216248042113,0.02980878406704148,Abcb1a/Aoc1/Maob/Pdzk1/Slc25a45/Slc44a1/Slc44a4/Syk,8
BP,GO:0019693,ribose phosphate metabolic process,52/863,201/4859,0.002132380251113302,0.03742804739267527,0.033311810888038654,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Atp5j/Bad/Ces1d/Cox5b/Dgat1/Dld/Eno3/Far2/Fasn/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Itpa/Khk/Mccc2/Mcee/Mlxipl/COX2/Mvd/Mvk/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Rfk/Rhoa/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1,52
BP,GO:0007186,G protein-coupled receptor signaling pathway,29/863,97/4859,0.002165311978063978,0.03780548878500424,0.03364774228597316,Abhd6/Adcy6/Akr1c18/Apoa1/Atp2b4/Bcar1/Bcar3/Ccl25/Ccl6/Dgka/Gde1/Gna11/Gnaq/Iqgap2/Kctd12/Kctd16/Lmbrd2/Plcb3/Ptk2b/Rdh11/Slc12a2/Slc26a6/Slc9a3r1/Sort1/Stmn1/Syk/Tgm2/Vav1/Ywhab,29
BP,GO:0000724,double-strand break repair via homologous recombination,14/863,36/4859,0.0022074633474237168,0.03780548878500424,0.03364774228597316,Arid2/Atm/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Rad21/Rpa1/Rpa2/Rpa3/Samhd1/Wdr48,14
BP,GO:0000725,recombinational repair,14/863,36/4859,0.0022074633474237168,0.03780548878500424,0.03364774228597316,Arid2/Atm/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Rad21/Rpa1/Rpa2/Rpa3/Samhd1/Wdr48,14
BP,GO:0007605,sensory perception of sound,14/863,36/4859,0.0022074633474237168,0.03780548878500424,0.03364774228597316,Atp8b1/Casp3/Cdkn1b/Clic5/Espn/Gpx1/Hexb/Myo1a/Myo7a/Myo7b/Ndufs4/Slc12a2/Slc9a3r1/Ush1c,14
BP,GO:0019218,regulation of steroid metabolic process,14/863,36/4859,0.0022074633474237168,0.03780548878500424,0.03364774228597316,Akr1c18/Apoa1/Apoa4/Atp1a1/Ces1d/Dhcr7/Ephx2/Fdps/Fmo5/Lpcat3/Nr3c1/Scp2/Sec14l2/Stard4,14
BP,GO:0044057,regulation of system process,40/863,146/4859,0.002232434382816738,0.03804844687235484,0.03386398049296888,Abat/Abcb1a/Abcg2/Abcg5/Acat2/Ace/Ace2/Add3/Adk/Anpep/Apoa1/Apoa4/Aqp1/Arg2/Atp1a1/Atp1b1/Atp2b4/Atp5j/Cd38/Ctdp1/Ctss/Dag1/Dgat1/Fdps/Gpd1l/Hip1r/Lmcd1/Lpcat3/Ndufs4/Nr3c1/Pde4d/Pik3r1/Ptk2/Ptk2b/Rhoa/Setd3/Slc9a3r1/Smad4/Trpm4/Tymp,40
BP,GO:0006310,DNA recombination,24/863,76/4859,0.0022851355096550905,0.03857573279211659,0.03433327691815367,Apex1/Arid2/Atm/Chtf18/Hdac10/Hmgb1/Hmgb2/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Msh2/Msh6/Ptprc/Rad21/Rpa1/Rpa2/Rpa3/Samhd1/Terf2/Wdr48,24
BP,GO:0030334,regulation of cell migration,67/863,273/4859,0.002285240406335705,0.03857573279211659,0.03433327691815367,Abhd6/Ace/Adipor2/Ago2/Ano6/Apex1/Aqp1/Arhgdib/Arid2/Atm/Atp2b4/Bcar1/Bcr/Bst1/Camk1d/Camsap3/Capn1/Ccar1/Ccl25/Cd74/Ceacam1/Coro1a/Ctsh/Dab2ip/Dag1/Dapk2/Dapk3/Ddx58/Dock1/Dock8/Dpep1/Dpp4/Fas/Fbln1/Grb7/Hmgb1/Hnf4a/Idh2/Itga6/Lyn/Mapk1/Mapk14/Mapre2/Mgat3/Mpp1/Mylk/Numb/Pcsk5/Pik3r1/Plcg2/Ptk2/Ptk2b/Ptprc/Ptprk/Pycard/Rhoa/Rhob/Sema4b/Slc9a3r1/Smpd3/Stat3/Stk10/Stk4/Syne2/Tmem102/Trim32/Vil1,67
BP,GO:0009165,nucleotide biosynthetic process,33/863,115/4859,0.002354514996692223,0.03926003439256976,0.03494232085960008,Acat1/Acss2/Adcy6/Adk/Atp5j/Cmpk2/Cox5b/Dld/Dtymk/Flad1/Gcdh/Gucy2c/Idh2/Mapk1/COX2/Mthfd1/Nadk/Naprt/Ndufc2/Nme3/Nudt2/Oasl2/Pank3/Papss1/Pdk2/Pdk3/Pnp/Ppcs/Prpsap1/Prpsap2/Rfk/Rrm1/Stat3,33
BP,GO:1901293,nucleoside phosphate biosynthetic process,33/863,115/4859,0.002354514996692223,0.03926003439256976,0.03494232085960008,Acat1/Acss2/Adcy6/Adk/Atp5j/Cmpk2/Cox5b/Dld/Dtymk/Flad1/Gcdh/Gucy2c/Idh2/Mapk1/COX2/Mthfd1/Nadk/Naprt/Ndufc2/Nme3/Nudt2/Oasl2/Pank3/Papss1/Pdk2/Pdk3/Pnp/Ppcs/Prpsap1/Prpsap2/Rfk/Rrm1/Stat3,33
BP,GO:0002819,regulation of adaptive immune response,15/863,40/4859,0.0023702911920684125,0.03926003439256976,0.03494232085960008,B2m/Cd74/Dpp4/H2-Ab1/H2-DMa/H2-K1/H2-T23/H2-T3/Hmgb1/Msh2/Pnp/Ptprc/Pycard/Tap2/Trpm4,15
BP,GO:0097530,granulocyte migration,15/863,40/4859,0.0023702911920684125,0.03926003439256976,0.03494232085960008,Bst1/Camk1d/Ccl25/Ccl6/Cd74/Dapk2/Dpep1/Dpp4/Mapk1/Mapk14/Mpp1/Pde4d/Ptk2/Syk/Vav1,15
BP,GO:0003013,circulatory system process,39/863,142/4859,0.0024023389184915844,0.03957085670337135,0.03521895976433845,Abat/Abcb1a/Abcg2/Ace/Ace2/Adcy6/Add3/Anpep/Atp1a1/Atp1b1/Atp2b4/Atp5j/Bcr/Capn1/Cd36/Cd38/Ceacam1/Enpep/Ephx2/Erap1/Gpd1l/Gpx1/Guca2b/Hsd11b2/Klk1/Map2k6/Nr3c1/Pde3a/Pde4d/Pik3r1/Plcb3/Ppcs/Ptk2/Rhoa/Rnpep/Slc27a4/Slc2a5/Smpd3/Trpm4,39
BP,GO:0019216,regulation of lipid metabolic process,37/863,133/4859,0.0024114892832269954,0.03957085670337135,0.03521895976433845,Abcd1/Abhd6/Akr1c18/Apoa1/Apoa4/Atp1a1/Cd36/Cd74/Ceacam1/Ces1d/Dab2ip/Dbi/Dgat1/Dhcr7/Ephx2/Fdps/Fmo5/Hnf4a/Hpgd/Lpcat3/Lpgat1/Lsr/Lyn/Mlxipl/Ncor1/Nr3c1/Pck1/Pdk2/Pdk3/Pik3r1/Ptk2b/Scp2/Sec14l2/Slc27a4/Smpd3/Sorbs1/Stard4,37
BP,GO:0001910,regulation of leukocyte mediated cytotoxicity,10/863,22/4859,0.002437308885493956,0.03959403074186718,0.035239585184088144,B2m/Ceacam1/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap1/Tap2/Vav1,10
BP,GO:0031341,regulation of cell killing,12/863,29/4859,0.00244656992679338,0.03959403074186718,0.035239585184088144,B2m/Bad/Ceacam1/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Syk/Tap1/Tap2/Vav1,12
BP,GO:0032890,regulation of organic acid transport,12/863,29/4859,0.00244656992679338,0.03959403074186718,0.035239585184088144,Abat/Ace2/Arg2/Atp5j/Ces1d/Dpysl2/Map2k6/Nr3c1/Slc12a2/Slc15a1/Slc43a2/Syk,12
BP,GO:0009259,ribonucleotide metabolic process,50/863,193/4859,0.0024982716147820376,0.04024612902717365,0.035819967444820085,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Atp5j/Bad/Ces1d/Cox5b/Dgat1/Dld/Eno3/Far2/Fasn/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Itpa/Khk/Mccc2/Mcee/Mlxipl/COX2/Mvd/Mvk/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Rfk/Rhoa/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1,50
BP,GO:0009617,response to bacterium,42/863,156/4859,0.002513038208469934,0.04029999454309967,0.035867908975434515,Ace/Arg2/B2m/Bcr/Casp1/Cd36/Ceacam20/Cmpk2/Cubn/Cyp2b10/Cyp3a11/Cyp3a25/Dab2ip/Dmbt1/Ggt1/Gpx1/Gzma/H2-K1/H2-T23/Hmgb1/Hmgb2/Irgm1/Lyn/Mapk1/Mapk14/Mapkapk3/Mgst1/Naip1/Nlrc4/Nlrp6/Pck1/Pdcd4/Pde4d/Plcg2/Psmb9/Pycard/Reg3b/Reg3g/Rhoa/Syk/Tap2/Vil1,42
BP,GO:1903708,positive regulation of hemopoiesis,18/863,52/4859,0.0025776179307986117,0.04114857945636879,0.03662316879053232,Bad/Casp8/Cd74/H2-Aa/H2-DMa/Hmgb1/Hmgb2/Mapk14/Pck1/Pnp/Ptprc/Rhoa/Scin/Smap1/Stat3/Syk/Vnn1/Zmiz1,18
BP,GO:0002688,regulation of leukocyte chemotaxis,13/863,33/4859,0.0027551253440859557,0.04378415411682546,0.0389688900019365,Ano6/Bst1/Camk1d/Cd74/Dapk2/Dpp4/Lyn/Mapk1/Mapk14/Mpp1/Ptk2/Ptk2b/Tmem102,13
BP,GO:0006979,response to oxidative stress,47/863,180/4859,0.0028127223581478175,0.04449903354056278,0.03960514889948049,Abcd1/Akr1c18/Aldh1a1/Aldh3b1/Als2/Apex1/Apoa4/Aqp1/Bcar1/Capn1/Casp3/Casp6/Cat/Cd36/Cd38/Dhfr/Etfdh/Glrx/Gpx1/Keap1/Lig1/Mapk1/Mapk13/Mgat3/Mgst1/Msra/ND1/Naprt/Ndufa12/Ndufa6/Ndufs2/Ndufs8/P4hb/Pdk2/Pml/Prdx1/Prdx4/Psip1/Ptk2b/Ptprk/Reg3b/Rhob/Scly/Smpd3/Uaca/Vnn1/Vrk2,47
BP,GO:0038083,peptidyl-tyrosine autophosphorylation,9/863,19/4859,0.002840115298922548,0.044533007887105555,0.0396353868382969,Ace/Dyrk1a/Lyn/Ptk2/Ptk2b/Ptk6/Styk1/Syk/Yes1,9
BP,GO:0046634,regulation of alpha-beta T cell activation,9/863,19/4859,0.002840115298922548,0.044533007887105555,0.0396353868382969,Arg2/Ceacam1/H2-Ab1/H2-T23/Itch/Pnp/Ptprc/Rhoa/Syk,9
BP,GO:0002706,regulation of lymphocyte mediated immunity,14/863,37/4859,0.0029822013923384858,0.046548275592423506,0.04142902079371027,B2m/Ceacam1/Dpp4/H2-K1/H2-T23/H2-T3/Hmgb1/Msh2/Pnp/Ptprc/Tap1/Tap2/Trpm4/Vav1,14
BP,GO:0032612,interleukin-1 production,11/863,26/4859,0.0029950279363605828,0.046548275592423506,0.04142902079371027,Apoa1/Arg2/Casp1/Casp8/Cd36/Ceacam1/Hmgb1/Nlrc4/Pml/Pycard/Stat3,11
BP,GO:0050954,sensory perception of mechanical stimulus,15/863,41/4859,0.003136909609134066,0.04853954868870607,0.0432012990029867,Atp8b1/Casp3/Cdkn1b/Clic5/Espn/Gpx1/Hexb/Myo1a/Myo7a/Myo7b/Ndufs4/Slc12a2/Slc9a3r1/Tmem120a/Ush1c,15
BP,GO:0045834,positive regulation of lipid metabolic process,20/863,61/4859,0.0031756487736227246,0.04892440556044093,0.04354383034574392,Abcd1/Abhd6/Apoa1/Apoa4/Cd36/Cd74/Ces1d/Dbi/Dgat1/Fdps/Hnf4a/Lpgat1/Lyn/Mlxipl/Ptk2b/Scp2/Sec14l2/Smpd3/Sorbs1/Stard4,20
